Quebra 1 ;Quebra 2 ;Código Natureza Despesa;Descrição Natureza Despesa;Código Categoria;Descrição Categoria;Tipo Empenho;Valor Empenhado Período;Valor Empenhado Acumulado;Valor Estorno;Valor Processado;Valor Anulado;Valor O.P;Valor O.P Baixada Período;Valor O.P Baixada Acumulado;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;319004;Contratação Por Tempo Determinado;11;Salários - Contrato Temporário;Orçamentário;77611140,68;77611140,68;18638973,72;58349295,8;0;58349295,8;58349295,8;58349295,8;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;319004;Contratação Por Tempo Determinado;13;13º Salário - Contrato Temporário;Orçamentário;4869401,34;4869401,34;94015,71;4775385,63;0;4775385,63;4775385,63;4775385,63;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;319004;Contratação Por Tempo Determinado;14;Ferias - Abono Constitucional - Contrato Temporário;Orçamentário;3172044,22;3172044,22;746694,2;2425350,02;0;2425350,02;2425350,02;2425350,02;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;1;Vencimentos E Salários;Orçamentário;631895722,38;631895722,38;119100034,35;502063018,86;0;502063018,86;502063018,86;502063018,86;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;43;13º Salário;Orçamentário;42904724,69;42904724,69;831133,09;42073591,6;0;42073591,6;42073591,6;42073591,6;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;44;Férias - Abono Pecuniário;Orçamentário;18831538,87;18831538,87;346490,53;18435048,34;0;18435048,34;18435048,34;18435048,34;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;51;Outros Adicionais, Vantagens, Gratificações E Outros Complementos De S;Orçamentário;11591992,34;11591992,34;2300844;8712140,81;0;8712140,81;8712140,81;8712140,81;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;319013;Obrigações Patronais;2;Contribuições Previdenciárias - Inss;Orçamentário;18313047,11;18313047,11;5333708,65;11673937,09;0;11673937,09;11673937,09;11673937,09;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;319016;Outras Despesas Variáveis - Pessoal Civil;99;Outras Despesas Variáveis - Pessoal Civil;Orçamentário;2000000;2000000;0;1585000;0;1585000;1585000;1585000;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;319092;Despesas De Exercícios Anteriores;99;Outras Despesas De Exercícios Anteriores;Orçamentário;153398,16;153398,16;7681,35;145716,81;0;145716,81;97081,03;97081,03;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;319096;Ressarcimento De Despesas De Pessoal Requisitado;99;Outros Ressarcimentos De Despesas De Pessoal Requisitado;Orçamentário;8646;8646;0;7656;0;7656;7656;7656;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;319113;Obrigações Patronais;11;Contribuições Previdenciárias - Rpps - Pessoal Ativo - Plano Financeir;Orçamentário;73514114,93;73514114,93;9016929,21;62085289,61;0;62085289,61;62085289,61;62085289,61;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;335043;Subvenções Sociais;0;Subvenções Sociais;Orçamentário;147709634,45;147709634,45;12131560,98;126654334,81;0;126654334,81;126651742,81;126651742,81;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;335043;Subvenções Sociais;8;Instituição De Caráter Educacional;Orçamentário;2098430,3;2098430,3;0;1259058,18;0;1259058,18;0;0;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339008;Outros Benefícios Assistenciais Do Servidor E Do Militar;56;Salário-Família;Orçamentário;73100,65;73100,65;0;49010;0;49010;49010;49010;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339014;Diárias - Civil;14;Diárias No Pais;Orçamentário;76825;76825;13995;62830;0;62830;62830;62830;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339030;Material De Consumo;7;Gêneros De Alimentação;Orçamentário;44901675,75;44901675,75;4547427,85;32785197,34;0;32785197,34;29812221,27;29812221,27;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339030;Material De Consumo;22;Material De Limpeza E Higienização;Orçamentário;105300;105300;0;91610;0;91610;91610;91610;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339030;Material De Consumo;23;Uniformes, Tecidos E Aviamentos;Orçamentário;24016139,45;24016139,45;0;23509374,15;0;23509374,15;23509374,15;23509374,15;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339030;Material De Consumo;60;Material Didático;Orçamentário;60999,8;60999,8;0;60999,8;0;60999,8;60999,8;60999,8;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339030;Material De Consumo;99;Outros Materiais De Consumo;Orçamentário;6574635,5;6574635,5;0;5197791,9;0;5197791,9;5197791,9;5197791,9;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339031;Premiações Culturais E Artísiticas;0;Premiações Culturais, Artísticas, Científicas, Desportivas E Outras;Orçamentário;3573300;3573300;1746500;1826800;0;1826800;1826800;1826800;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339032;Material De Distribuição Gratuita;4;Material Educacional E Cultural;Orçamentário;19341199,12;19341199,12;0;0;0;0;0;0;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339032;Material De Distribuição Gratuita;5;Despesas Com Premiacao;Orçamentário;61574,7;61574,7;0;61574,7;0;61574,7;61574,7;61574,7;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339033;Passagens E Despesas Com Locomoção;99;Outras Despesas Com Locomoção;Orçamentário;59906,02;59906,02;0;58890,02;0;58890,02;58890,02;58890,02;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339036;Outros Serviços De Terceiros - Pessoa Fisica;15;Locação De Imóveis;Orçamentário;2249309,54;2249309,54;0;2040476,45;0;2024441,45;2024441,45;2024441,45;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339036;Outros Serviços De Terceiros - Pessoa Fisica;45;Jetons E Gratificações A Conselheiros;Orçamentário;601742,88;601742,88;3968,86;597773,97;0;597773,97;510683,91;510683,91;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339037;Locação De Mao-De-Obra;3;Vigilância Ostensiva;Orçamentário;39391195,92;39391195,92;0;29540721;0;29540721;29540721;29540721;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339037;Locação De Mao-De-Obra;99;Outras Locações De Mão-De-Obra;Orçamentário;31103998,82;31103998,82;0;25119845,51;0;25119845,51;25119845,51;25119845,51;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;1;Assinaturas De Periódicos E Anuidades;Orçamentário;133873,61;133873,61;0;133873,61;0;133873,61;133873,61;133873,61;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;10;Locação De Imóveis;Orçamentário;5366217,68;5366217,68;805000;3918603,33;0;3914515,13;3779515,13;3779515,13;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;16;Manutenção E Conservação De Bens Imóveis;Orçamentário;89400106,99;89400106,99;0;12567389,54;0;12567389,54;9367286,12;9367286,12;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;44;Serviços De Água E Esgoto;Orçamentário;62186,34;62186,34;0;348,84;0;348,84;348,84;348,84;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;63;Serviços Gráficos;Orçamentário;4905290,41;4905290,41;2093846,11;1094543,8;0;1094543,8;1094543,8;1094543,8;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;78;Limpeza E Conservação;Orçamentário;40802357,36;40802357,36;0;27788616,68;0;27788616,68;24978531,84;24978531,84;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;82;Locação De Veiculos;Orçamentário;17302909,75;17302909,75;0;12201163,71;0;12201163,71;12201163,71;12201163,71;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;92;Tarifas Bancárias - Pagamento;Orçamentário;58810,4;58810,4;0;58810,4;0;58810,4;0;0;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;99;Outros Serviços De Terceiros -Pessoa Jurídica;Orçamentário;115285216,77;115285216,77;61434,98;62610575,42;0;62610575,42;59245970,77;59245970,77;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339040;Serviços De Tecnologia Da Informação E Comunicação - Pj;16;Outsourcing De Impressao;Orçamentário;2866044;2866044;0;2493215;0;2493215;2493215;2493215;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339040;Serviços De Tecnologia Da Informação E Comunicação - Pj;99;Outros Servicos De Tic ;Orçamentário;2870456,99;2870456,99;0;1504068,97;0;1504068,97;1302875,88;1302875,88;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339047;Obrigações Tributárias E Contributivas;15;Multas ;Orçamentário;900;900;0;900;0;900;900;900;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339047;Obrigações Tributárias E Contributivas;99;Outras Obrigações Tributárias E Contributivas;Orçamentário;14289,35;14289,35;14289,35;0;0;0;0;0;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339092;Despesas De Exercícios Anteriores;36;Outros Serviços De Terceiros - Pessoa Física;Orçamentário;158011,2;158011,2;0;158011,2;0;158011,2;158011,2;158011,2;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339092;Despesas De Exercícios Anteriores;93;Indenizações E Restituições;Orçamentário;54450;54450;0;54450;0;54450;54450;54450;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339092;Despesas De Exercícios Anteriores;99;Outras Despesas De Exercícios Anteriores;Orçamentário;2325400,62;2325400,62;0;1761912,27;0;1761912,27;1757175,11;1757175,11;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;339093;Indenizações E Restituições;99;Diversas Indenizações E Restituições;Orçamentário;107107491,09;107107491,09;0;104816271,3;0;104816271,3;104816271,3;104816271,3;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;449051;Obras E Instalações;91;Obras Em Andamento;Orçamentário;4621054,44;4621054,44;0;2323344,87;0;2323344,87;2323344,87;2323344,87;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;449051;Obras E Instalações;99;Outras Obras E Instalações;Orçamentário;23100624,41;23100624,41;1338213,34;5125338,89;0;5125338,89;3719681,32;3719681,32;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;449052;Equipamentos E Material Permanente;35;Equipamentos De Processamento De Dados;Orçamentário;21157746;21157746;989499;0;0;0;0;0;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;449052;Equipamentos E Material Permanente;42;Mobiliário Em Geral;Orçamentário;572094;572094;0;327744;0;327744;327744;327744;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;449052;Equipamentos E Material Permanente;52;Veículos De Tração Mecânica;Orçamentário;8483906,8;8483906,8;0;0;0;0;0;0;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;449052;Equipamentos E Material Permanente;99;Outros Materiais Permanentes;Orçamentário;9146514,89;9146514,89;693735;1321006,5;78,3;1320928,2;1320928,2;1320928,2;
13-SECRETARIA MUNICIPAL DE EDUCAÇÃO;-;449061;Aquisição De Imóveis;99;Outras Aquisições De Bens Imóveis;Orçamentário;87500;87500;0;87500;0;87500;87500;87500;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;1;Vencimentos E Salários;Orçamentário;40299511,8;40299511,8;6745126,8;33554385;0;33554385;33554385;33554385;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;43;13º Salário;Orçamentário;5275226,63;5275226,63;2873069,2;2402157,43;0;2402157,43;2402157,43;2402157,43;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;44;Férias - Abono Pecuniário;Orçamentário;3573069,2;3573069,2;2889329,86;683739,34;0;682459,74;682459,74;682459,74;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;319092;Despesas De Exercícios Anteriores;99;Outras Despesas De Exercícios Anteriores;Orçamentário;494,16;494,16;0;494,16;0;494,16;494,16;494,16;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;319094;Indenizações E Restituições Trabalhistas;99;Outras Indenizações E Restituições Trabalhistas ;Orçamentário;5222,86;5222,86;0;5222,86;0;5222,86;5222,86;5222,86;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;339014;Diárias - Civil;14;Diárias No Pais;Orçamentário;11090;11090;0;11090;0;11090;11090;11090;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;339030;Material De Consumo;7;Gêneros De Alimentação;Orçamentário;326;326;0;0;0;0;0;0;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;339030;Material De Consumo;99;Outros Materiais De Consumo;Orçamentário;59565;59565;8800;34270,73;9416,82;24853,91;22733,36;22733,36;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;339033;Passagens E Despesas Com Locomoção;1;Passagens Para O País;Orçamentário;199628,6;199628,6;0;46946,59;0;46946,59;46946,59;46946,59;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;339036;Outros Serviços De Terceiros - Pessoa Fisica;45;Jetons E Gratificações A Conselheiros;Orçamentário;1200900;1200900;120500;822852;0;822852;816174;816174;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;339037;Locação De Mao-De-Obra;1;Apoio Administrativo, Técnico E Operacional;Orçamentário;6750000;6750000;700000;3562483,13;0;3562483,13;3562483,13;3562483,13;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;339037;Locação De Mao-De-Obra;2;Limpeza E Conservação;Orçamentário;602529,6;602529,6;0;168079,36;0;168079,36;168079,36;168079,36;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;339037;Locação De Mao-De-Obra;99;Outras Locações De Mão-De-Obra;Orçamentário;451845,2;451845,2;0;0;0;0;0;0;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;10;Locação De Imóveis;Orçamentário;9200;9200;9200;0;0;0;0;0;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;77;Vigilância Ostensiva;Orçamentário;2263885,76;2263885,76;989458;930289,68;0;930289,68;930289,68;930289,68;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;82;Locação De Veiculos;Orçamentário;585996,32;585996,32;1000;475269,34;0;475269,34;475269,34;475269,34;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;99;Outros Serviços De Terceiros -Pessoa Jurídica;Orçamentário;2974775,59;2974775,59;814000;1231767;0;1230624,51;1229148,7;1229148,7;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;339040;Serviços De Tecnologia Da Informação E Comunicação - Pj;4; Locacao De Equipamentos De Tic - Impressoras;Orçamentário;170564,9;170564,9;0;146004;0;146004;146004;146004;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;339040;Serviços De Tecnologia Da Informação E Comunicação - Pj;99;Outros Servicos De Tic ;Orçamentário;11595181,86;11595181,86;1156066,04;6215675,59;8800;6206875,59;6142445,23;6142445,23;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;339047;Obrigações Tributárias E Contributivas;99;Outras Obrigações Tributárias E Contributivas;Orçamentário;371228;371228;173105;135280,91;0;135280,91;135280,91;135280,91;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;339092;Despesas De Exercícios Anteriores;99;Outras Despesas De Exercícios Anteriores;Orçamentário;7200;7200;0;7200;0;7200;7200;7200;
14-SECRETARIA MUNICIPAL DA FAZENDA;-;449040;Serviços De Tecnologia Da Informação E Comunicação - Pj ;1;Desenvolvimento De Software;Orçamentário;3024337,5;3024337,5;7000;1102712,22;0;1102712,22;1102712,22;1102712,22;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;319004;Contratação Por Tempo Determinado;11;Salários - Contrato Temporário;Orçamentário;10090541,68;10090541,68;3060168,92;6923715,79;0;6923715,79;6923715,79;6923715,79;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;319004;Contratação Por Tempo Determinado;13;13º Salário - Contrato Temporário;Orçamentário;22240570,46;22240570,46;353992,57;21886577,89;0;21886577,89;21886577,89;21886577,89;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;319004;Contratação Por Tempo Determinado;99;Outras Contratações Por Tempo Determinado;Orçamentário;410550842,52;410550842,52;13075130,15;393823731,89;0;393823731,89;393823731,89;393823731,89;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;1;Vencimentos E Salários;Orçamentário;344806767,09;344806767,09;20721875,71;322304437,86;3468,82;322300969,04;322300969,04;322300969,04;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;2;Férias Convertidas Em Pecúnia;Orçamentário;335974,76;335974,76;335974,76;0;0;0;0;0;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;33;Gratificação Por Exercício De Funções;Orçamentário;70099911,63;70099911,63;10657982,2;59441929,43;326,18;59441603,25;59441603,25;59441603,25;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;43;13º Salário;Orçamentário;29225690,34;29225690,34;1656589,33;27569101,01;0;27569101,01;27569101,01;27569101,01;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;44;Férias - Abono Pecuniário;Orçamentário;75817468,16;75817468,16;68239197,03;7578271,13;0;7578271,13;7578271,13;7578271,13;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;51;Outros Adicionais, Vantagens, Gratificações E Outros Complementos De S;Orçamentário;3697089;3697089;54648;3641682;0;3641682;3641682;3641682;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;99;Outras Despesas Fixas - Pessoal Civil;Orçamentário;14708408,64;14708408,64;5876959,78;8831448,86;0;8831448,86;8831448,86;8831448,86;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;319013;Obrigações Patronais;1;Fgts;Orçamentário;7162428,33;7162428,33;2226559,79;4435135,89;0;4435135,89;4435135,89;4435135,89;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;319013;Obrigações Patronais;2;Contribuições Previdenciárias - Inss;Orçamentário;18787312,48;18787312,48;5433878,68;12167049,91;0;12167049,91;12167049,91;12167049,91;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;319091;Sentenças Judiciais;99;Outras Sentenças Judiciais;Orçamentário;9656,5;9656,5;0;9656,5;0;9656,5;9656,5;9656,5;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;319092;Despesas De Exercícios Anteriores;11;Vencimentos E Vantagens Fixas - Pessoal Civil;Orçamentário;468710,04;468710,04;0;468710,04;0;468710,04;468710,04;468710,04;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;319092;Despesas De Exercícios Anteriores;94;Indenizações E Restituições Trabalhistas;Orçamentário;4412,5;4412,5;2647,5;1765;0;1765;882,5;882,5;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;319092;Despesas De Exercícios Anteriores;99;Outras Despesas De Exercícios Anteriores;Orçamentário;2161885,36;2161885,36;210954,49;1950930,87;0;1950930,87;1940705,18;1940705,18;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;319094;Indenizações E Restituições Trabalhistas;1;Indenizações E Restituições Trabalhistas - Ativo - Pessoal Civil;Orçamentário;11739,57;11739,57;0;11739,57;0;11739,57;11739,57;11739,57;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;319094;Indenizações E Restituições Trabalhistas;99;Outras Indenizações E Restituições Trabalhistas ;Orçamentário;1212;1212;0;1212;0;1212;1212;1212;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;319096;Ressarcimento De Despesas De Pessoal Requisitado;2;Pessoal Requisitado De Outros Entes;Orçamentário;10148,22;10148,22;10148,22;0;0;0;0;0;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;335043;Subvenções Sociais;0;Subvenções Sociais;Orçamentário;39224397,86;39224397,86;1707509,41;24361840,89;0;24361840,89;22593746,36;22593746,36;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;335043;Subvenções Sociais;5;Instituição De Caráter Assistencial Em Saúde;Orçamentário;34162144,8;34162144,8;0;34162144,8;0;34162144,8;34162144,8;34162144,8;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;335092;Despesas De Exercícios Anteriores;0;Despesas De Exercícios Anteriores;Orçamentário;670223,46;670223,46;0;670223,46;0;670223,46;670223,46;670223,46;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;336045;Subvenções Econômicas;0;Subvenções Econômicas;Orçamentário;4649299,75;4649299,75;0;4504757,04;0;4504757,04;4157369,51;4157369,51;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;336092;Despesas De Exercícios Anteriores;0;Despesas De Exercícios Anteriores;Orçamentário;373009;373009;0;373009;0;373009;373009;373009;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;338041;Contribuições;0;Contribuições;Orçamentário;6401059,65;6401059,65;0;6401059,65;0;6401059,65;6401059,65;6401059,65;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339008;Outros Benefícios Assistenciais Do Servidor E Do Militar;56;Salário-Família;Orçamentário;1720,15;1720,15;1200,15;520;0;520;520;520;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339008;Outros Benefícios Assistenciais Do Servidor E Do Militar;99;Outros Benefícios Assitenciais;Orçamentário;42144;42144;34409;7735;0;7735;7735;7735;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339014;Diárias - Civil;14;Diárias No Pais;Orçamentário;19330;19330;6100;13230;0;13230;12190;12190;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339030;Material De Consumo;1;Combustíveis E Lubrificantes Automotivos;Orçamentário;4047734,42;4047734,42;140252,51;3463984,71;0;3463984,71;3129985,56;3129985,56;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339030;Material De Consumo;4;Gás Engarrafado;Orçamentário;485781,7;485781,7;0;258838,7;0;258838,7;258838,7;258838,7;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339030;Material De Consumo;7;Gêneros De Alimentação;Orçamentário;7290423,75;7290423,75;1411953,01;4938816,4;0;4938816,4;4303812,04;4303812,04;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339030;Material De Consumo;9;Medicamentos Para Uso Em Unidade De Saúde;Orçamentário;32843575,04;32843575,04;4012832,6;27280522,52;0;27280522,52;24564856,12;24564856,12;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339030;Material De Consumo;10;Material Odontologico, Exceto Medicamentos;Orçamentário;1011727;1011727;17353,8;868145,25;0;868145,25;829520,1;829520,1;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339030;Material De Consumo;14;Material Educativo E Esportivo;Orçamentário;566918,13;566918,13;0;566918,13;0;566918,13;215060;215060;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339030;Material De Consumo;16;Material De Expediente;Orçamentário;3182800,03;3182800,03;1023113,84;1639703,69;0;1639703,69;1419642,19;1419642,19;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339030;Material De Consumo;20;Material De Cama, Mesa E Banho;Orçamentário;70122;70122;0;59603,7;0;59603,7;59603,7;59603,7;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339030;Material De Consumo;22;Material De Limpeza E Higienização;Orçamentário;434620,01;434620,01;83840;266940,01;0;266940,01;266940,01;266940,01;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339030;Material De Consumo;23;Uniformes, Tecidos E Aviamentos;Orçamentário;1245529,4;1245529,4;1190649,4;45440;0;45440;45440;45440;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339030;Material De Consumo;25;Material Para Manutenção De Bens Móveis;Orçamentário;56286,79;56286,79;2,4;55084,39;0;55084,39;55084,39;55084,39;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339030;Material De Consumo;28;Material De Proteção E Segurança;Orçamentário;739822,6;739822,6;132582;79540;0;79540;65040;65040;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339030;Material De Consumo;30;Material Para Comunicações;Orçamentário;55800;55800;55242;558;0;558;558;558;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339030;Material De Consumo;35;Material Laboratorial;Orçamentário;9791424,06;9791424,06;2229190,11;5855120,47;0;5855120,47;5112995,12;5112995,12;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339030;Material De Consumo;36;Material Hospitalar, Exceto Medicamentos;Orçamentário;56461879,14;56461879,14;11170848,87;34292709,7;0;34292709,7;31832766,7;31832766,7;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339030;Material De Consumo;51;Medicamentos;Orçamentário;242068;242068;6180;229548;0;229548;229548;229548;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339030;Material De Consumo;99;Outros Materiais De Consumo;Orçamentário;15332263,18;15332263,18;5032816,35;6652585,52;427,49;6652158,03;6509872,75;6509872,75;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339032;Material De Distribuição Gratuita;99;Outros Materiais De Consumo;Orçamentário;15339626,76;15339626,76;1141483,58;14196392,68;0;14196392,68;14047292,68;14047292,68;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339033;Passagens E Despesas Com Locomoção;1;Passagens Para O País;Orçamentário;62725,59;62725,59;0;24820,86;0;24820,86;0;0;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339034;Outras Despesas De Pessoal Decorrentes De Contratos De Terceirização;99;Outros Serviços De Terceiros -Pessoa Jurídica;Orçamentário;6434521,68;6434521,68;631680;4955500;0;4955500;4829000;4829000;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339036;Outros Serviços De Terceiros - Pessoa Fisica;15;Locação De Imóveis;Orçamentário;25712,28;25712,28;0;6000;0;6000;0;0;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339036;Outros Serviços De Terceiros - Pessoa Fisica;99;Outros Serviços;Orçamentário;1572450,43;1572450,43;78379,72;1411247,77;0;1411247,77;1363852,94;1363852,94;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339037;Locação De Mao-De-Obra;2;Limpeza E Conservação;Orçamentário;5719139,62;5719139,62;430464,37;4830198,39;0;4830198,39;4830198,39;4830198,39;
